tweet_id,text,location
ID_1109097757917237248,"The Chinese community in Zimbabwe donated cash and goods valued at $200,000 during a handover ceremony on Wed to help the victims of #CycloneIdai, a tropical storm that wreaked havoc in the country during the past week.",Zimbabwe
ID_1109115946864701440,"Catholic aid agency CAFOD is appealing for help to provide vital aid for the victims of #CycloneIdai in Southern Africa, as the death toll in Mozambique, Zimbabwe and Malawi continues to rise.",Malawi Mozambique Southern Africa Zimbabwe
ID_1109117646270803968,"Humanitarian efforts of Government of India and the @Indiannavy in Mozambique. Indian Naval ships and personnel at Port Beira: Indian ships and crew have rescued more than 150 survivors, while providing medical assistance to over 800 affected people. #CycloneIdai",India Mozambique Port Beira
ID_1109118377065365504,"Too old to walk without a stick. Too weak to carry a brick. Torrents caused by #CycloneIdai destroyed his house in the middle of the night. For this man, rendered homeless in Chikwawa District, #Malawi, it wont be easy to rebuild. @cadecom @RedCross @SDGoals @WorldBank",Chikwawa Malawi
ID_1109118462780231680,A major thanks to @UKaid through @JobaMoz for supplying essential medicines to Dondo and to @SERVE_ie and all its donors for an emergency relief donation of €15.000 for Young Africa in #Mozambique after #CycloneIdai,Africa Mozambique
ID_1109126627211005952,Calling all corporates and avid golfers: Join us at Borrowdale Brooke Golf Estate on 28 March 2019 for a fundraising tournament for the victims of #CycloneIdai. See the flyer below for more details. #ZiFMCares @CEO_AfricaRT,Borrowdale Brooke Golf Estate
ID_1109130113524879360,Our #Econet team in Msasa was busy organising & loading #CycloneIdai relief supplies today. We are overwhelmed & extremely grateful for all your donations this week! Lets continue to drop off items at any #Econet shop to help those in need ᾑDἿD,
ID_1109132715025199104,Names of missing persons sought #CycloneIdai,
ID_1109137091798204416,Aid organizations and air force units rescued people who were trapped and distributed food and other aid in Mozambique after cyclone Idai left thousands homeless.,Mozambique
ID_1109142309671763968,"The Red Cross says cholera was reported in Beira, Mozambique, which was 90% destroyed by Cyclone Idai and where thousands of survivors face water shortages. Aid groups say 500K people still stranded or in makeshift camps are at risk of deadly disease due to lack of clean water.",Beira Mozambique
ID_1109144501430288384,Thank you CBN for helping us spread the news of the disaster relief efforts in Mozambique after we were hit by Cyclone Idai ! We are so thankful for the body of Christ uniting in this hour for those in desperate need in our nation!,Mozambique
ID_1109152574974894080,"Update: @USAID allocated US$100,000 to civil society partner @GOAL_global to reach 35,000 Zimbabweans w/ temporary shelter & safe water. @GOAL_global is on the ground in Manicaland now with lifesaving support in response to #CycloneIdai",Manicaland Zimbabweans
ID_1109155724096081920,Government says the death toll in the Kampepuza accident has risen to 19 Culled from Malawi24 #Malawi #CycloneIdai #FridayFeeling,Kampepuza Malawi
ID_1109163932231581696,"@Cyn_Santana Hey Cyn , my country, Mozambique, has been hit by a devastating cyclone. Mozambique is already one of the poorest countries in the world, we need all the help we can get to recover from this. Please share this ὤFἿD✨",Mozambique
ID_1109164260259782656,RT @Ulkoministerio: MFA helps the victims of the cyclone in #Mozambique by granting 300 000 euros through the Finnish Red Cross. #IdaiCycl,Mozambique
ID_1109180099973316608,"Dispatch from Copenhagen today with 43 tonnes of supplies for children displaced by #CycloneIdai: Emergency supplies are on the way for safe water, healthcare & nutrition, as well as School-in-a-Box kits, tarpaulin, tents for continued learning in temporary shelters. #CycloneIdai",Copenhagen
ID_1109190391553769472,"We do not have anywhere to stay. I live with my 4 sisters & I am the 5th child. We are 6 of us including mother. I wish we find somewhere safe to sleep. As a young woman I do feel safe to live here because there are many people here, Felistas says #CycloneIdai survivor",
ID_1109207460294856704,HELP! The devastation in Mozambique is beyond comprehension. The world needs to unite. Please make a contribution to our schools Kits for Kids and Kits for Girls drive. A 100% of contributions will go directly to the cyclone victims. #Buffalos4Beira,Mozambique
ID_1109241117554495488,Israel: IsraAID response team heading to Mozambique to provide aid in the wake of cyclone.: The gift of the Jews and the hatred it incites. The hatred of the good for being the good,Israel Mozambique
ID_1109255734586413056,"Thank you to @WorldRemit for their generous donation of $25,000 towards #CycloneIdai relief efforts. Zimbabwe applauds your commitment to our community. ZIMBABWE fully appreciates this gesture!",ZIMBABWE Zimbabwe
ID_1109279458840723456,"One week later, thousands of people remain missing across Mozambique, Malawi, and Zimbabwe. Millions of others across have been left destitute without food or basic services..",Malawi Mozambique Zimbabwe
ID_1109322734541172736,"Urgent International help needed. Millions have no food, no blanket, nothing. Soon will have health crises because already fragile infrastructure was destroyed: Mozambique Cyclone Rescuers Struggle to Reach Victims in ‘Inland Ocean’",Mozambique
ID_1109340622551465984,"Please help, your donation will be put to good use and make a difference. #mozambique #cyclone",mozambique
ID_1109356078314242048,"ccosa press club is heading to manicaland next week to make donations to #CycloneIdai victims. Even the smallest donation will make a difference to someones life. clothes, blankets, non-perishable foods, money etc @KupetaNoah1 @jsnetzim @misazimbabwe",
ID_1109360395641339904,"In central Mozambique, 1.8 million people are in urgent need of humanitarian assistance, 900,000 of them are children. Help and Donate to #cycloneIDAI emergency response at",Mozambique
ID_1109364748280385536,@263 OK supermarkets have bins for #cycloneidai donations,
ID_1109380214088523776,Mozambican Musicians hold Solidarity Concert in support of #CycloneIdai victims @ CCFM Maputo all morning on Saturday #Mozambique #Idai #CicloneIdai,Maputo Mozambique
ID_1109383928572456960,UPDATE: the UK ἞C἞7 is sending heavy-lifting equipment like forklift trucks to #Mozambique to cut the time it takes to get aid to those affected by #CycloneIdai. Proud of #UKaid & our partners on the ground who are working in very difficult conditions. @hbaldwin @foreignoffice,Mozambique
ID_1109388012184657920,Cargo handling equipment being sent from the UK will help speed up the delivery of aid for people affected by Cyclone Idai in Mozambique. DFID humanitarian specialist Beverley Sarpong explains how. #UKaid,Mozambique UK
ID_1109398944751198208,The entire office and Warehouse team today volunteered to assist in loading and packing for #cycloneidai relief. Wonderful to see how much Zimbabweans have given to their kin in need. Wonderful day!,Zimbabweans
ID_1109403548532518912,RT @NatashaFatah: Death Toll in Africa Climbs Past 600 After Cyclone #CycloneIdai,Africa
ID_1109406575289139200,Chipped in by unloading a truck of donations from #Botswana ἞7἟C for #cycloneidai survivors with the @FreshInABox team today. The ❤️ and generosity I’ve witnessed is unbelievable. Thank you all for donating time and resources to help our family in need! #zimbabwe #FridayFeeling,Botswana zimbabwe
ID_1109411158639943680,"This is LANGAR being served where it’s NEEDED ! Our Khalsa Aid team Distributing emergency food rations to the people who lost everything in the floods in #Malawi, #Africa ! To Donate: #Skynews #Cnn #Bbcnews #CycloneIdai #MalawiFloods",Africa Malawi
ID_1109412137108156416,"Chikukwa village we are coming. Hang in there. Our operation has now moved from medical evacuations to food, medicine, sanitary ware, blankets drops. Thank you @econetzimbabwe @VayaAfrica for first mile solution. #cycloneidai",
ID_1109415311705542656,UPDATE: These are #UKaid ἞C἞7tents and shelter kits being offloaded in Beira ἟2἟F for distribution to those affected by #CycloneIdai Huge thanks to our partner on the ground @IOM_Mozambique as it gets this #UKaid to where it’s most needed @DFID_UK @foreignoffice @hbaldwin ἞C἞7,Beira
ID_1109424845513805824,Register your missing family members through this link to aid search and rescue. #CycloneIdai,
ID_1109426619624706048,"The situation will get worse before it gets better,” says @unicefchief Aid agencies are barely beginning to see the scale of the damage.” #CycloneIdai #Mozambique",Mozambique
ID_1109427616874971136,"Beginning to see shortages of food and clean water in #Beira as the city is cut off due to flooding/inaccessible roads. Petrol is also running out. pipelines that supply fuel to Malawi, Zimbabwe, Zambia, DRC from #Beira In #Mozambique have been damaged. Cycloneidai",Beira Malawi Mozambique Zambia Zimbabwe
ID_1109433371355172864,RT @ChinaDaily: Mozambique cyclone death toll has climbed to 417. #CycloneIdai,Mozambique
ID_1109442384855736320,NEWS: #UKaid ἞C἞7tents being airlifted by helicopter Ὠ1from Beira about 100 km to Nhamatanda for those left stranded by #CycloneIdai Thanks ὤFto all our partners & the authorities on the ground. They’re helping get this #UKaid to the people who need it @DFID_UK @PennyMordaunt,Beira Nhamatanda
ID_1109444527620804608,"The death toll in Mozambique after a cyclone tore through southern Africa and triggered devastating floods has jumped to 417, Land and Environment Minister Celso Correia said on Saturday, adding that the situation remained critical.",Africa Mozambique
ID_1109445261145849856,In peace time. ..the army (ZDF) and its often abused equipment shld have been used to remove pple frm low lying areas and or deliver food and medicine to the cyclone hit areas. Rebuilding and clearing of debris is also part of e job #CycloneIdai #ButItsZimbabwe,
ID_1109446581156081664,Zimbabwe Online News Mozambique death toll rises to 417 after cyclone,Mozambique Zimbabwe
ID_1109453260832890880,#Mozambiques Lands and Environment Minister Celso Correia says 417 are now known to have died as a result of #CycloneIdai but adds that the figure is expected to increase as the search and rescue operations continue. #sabcnews,Mozambiques
ID_1109454892576452608,"As the sun sets, a 2nd truck is loaded and ready to head out! Thank you to everyone who donated goods help those affected by #CycloneIdai Lets continue to mobilise our efforts and support our fellow Zimbabweans ἟F἟CᾑDἿD",
ID_1109463830613114880,Our #drone pilots from #Cumii Charles & Michael are now on the ground & have started search & rescue efforts to locate people in remote areas. Once identified we can then send helicopters in Ὠ1 Using the power of #technology to help where we can! #TeamEconet #CycloneIdai,
ID_1109516052633931776,Your generous donations are making it easier for us to reach and assist hundreds of people affected by #CycloneIdai. You can now make your donations on WhatsApp through #Sosholoza with a few simple clicks. Be the difference.,
ID_1109518509132996608,Sincerely hoping the $$ donations for #CycloneIdai victims isnt misused! Remember #Haiti?,Haiti
ID_1109520091283099648,"@Wamagaisa this is why there is so much more heartbreaking effects and damage is yet to be realised. According to these guys, 200+/- bodies of those that ddnt use the rope to leave ths Police base were washed away. But #zbc is saying 98 pple died.",
ID_1109528001627258880,Watch: Ballito rescue mission in #Mozambique cyclone crisis #SouthAfrica #Idai #CycloneIdai #CicloneIdai,Ballito Mozambique SouthAfrica
ID_1109528044224471040,"The UK Govt is still matching donations to the #CycloneIdai Appeal pound-for-pound, doubling the impact of your money. Please give generously to help people affected by this major disaster:",UK
ID_1109531618413293568,"Please let’s not forget the devastation to over 1.5 million people in Mozambique, Zimbabwe, Malawi and Zambia. Donate to the @MSF_USA #CycloneIdai Relief Fund Ὁ4ὤFἿE",Malawi Mozambique Zambia Zimbabwe
ID_1109534109871865856,Distribution of relief continues to be coordinated by CPU from Chipinge Gvt complex. Thank you to all volunteers in this time of need. #CycloneIdai #Manicaland #Chipinge #Zimbabwe,Chipinge Manicaland Zimbabwe
ID_1109542182204198912,Watch: Gorongosa Park rangers stage a grassroots rescue effort following #CycloneIdai #Mozambique #Idai #CicloneIdai @GorongosaPark,Gorongosa Park Mozambique
ID_1109553409437384704,"Number of people killed in Cyclone Idai and recent flooding in Mozambique could rise to around 1,000, President Filipe Nyusi says on state broadcaster Monday.",Mozambique
ID_1109555947645665280,"Impact of #CycloneIDAI in Mozambique: - 1.8 million people in urgent need of humanitarian assistance. 900,000 of them are children - 2,600 classrooms were partially or totally destroyed - 39 health centers impacted - More than 11,000 houses completely destroyed",Mozambique
ID_1109571293299568640,This map provides a damage assessment of the #Chimanimani area in #Zimbabwe after #CycloneIdai: Inset are comparisons of two areas before and after the disaster.,Zimbabwe
ID_1109590459406565376,"Mozambican government failed to evacuate people before the cyclone struck. Why didnt they monitor its movement? Another failed state concerned with looting by stealing from the poor. African governments thrive on creating humanitarian crises, SA is no exception.",
ID_1109622009892401152,People have been forced onto rooftops or into trees for hours on end to escape flooding in Mozambique. UNICEF is on the ground providing life-saving support to families affected by #CycloneIdai.,Mozambique
ID_1109707167815352320,"I spent part of my day helping sort donations for Cyclone Idai victims at Miracle Missions. One volunteer said people in Chimanimani told her Keep sending clothes, once we are taken care of we can send some to Mozambique” Despite such adversity, they still care. This is Ubuntu.",Mozambique
ID_1109716144158593024,#HelpForMozambique #HelpForMalawi #HelpForZim. Solidarity continues with all victims of #CycloneIdai which has claimed many #AfricanLives. Strength to all rescue teams trying to save & provide necessities to those still trapped. If it was #France #Africans will be more concerned,France
ID_1109716804467871744,Mozambique cyclone death toll rises past 400 #NBSUpdates #NxtRadioUg,Mozambique
ID_1109717818990358528,We have a responsibility to help those around us and help others in need. – Virginia Williams #CycloneIdai relief packs handover ceremony. #SundayMotivation #MakingLifeBetter,
ID_1109723297107841024,#CycloneIdai #Mozambique #Malawi #Zimbabwe If you want to donate and get your donation MATCHED by #UKAid - here’s the link to the appeal @decappeal @ScotlandMalawi @DFID_UK,Malawi Mozambique Zimbabwe
ID_1109735255173488640,UK commits US$23m to assist victims of #CycloneIdai,UK
ID_1109745269489438720,"A Chinese rescue team set off from Beijing on Sunday for Mozambique to help with search, rescue, medical care and epidemic prevention efforts in the aftermath of Cyclone Idai, which tore through southern Africa more than a week ago. (file pic: )",Africa Beijing Mozambique
ID_1109752243551719424,The CPU wishes to inform the public that Manyera Dam Wall in Vumba has weakened and all those downstream are advised to evacuate and go to higher places. Please if you have relatives in this area pass on this message at once. In case of emergency dial 111 or 112 #cycloneidai,Vumba
ID_1109783617583091712,thousands of people have been seriously affected by #CycloneIdai . humanity can be expressed by showing concern and love to the victims. Donate anything towards #CycloneIdai donations can be dropped at CCOSA Finance House 60 Speke Avenue Harare @KupetaNoah1,60 Speke Avenue Harare
ID_1109784779073966080,"Mozambique death toll rises to 446 after cyclone: minister . A woman washes clothes in a river of water running across a road that was created after Cyclone Idai in Chimanimani, Zimbabwe, March 24, 2019. REUTERS/Philimon Bulawayo 6 minutes ago 53 View. SULAIMANI The death",Chimanimani Mozambique Zimbabwe
ID_1109812561434894336,UK is moving fast to support those in need. ὤC to @MalawiGovt and @UNMalawi for coordinating the relief effort #UKaid #CycloneIdai,UK
ID_1109813273141104640,"Im crying blood for my missing children. Even though #CycloneIdai hit Mozambique over a week ago, aid agencies are warning that the disaster is getting worse. @shingainyoka was in Chimanimani in Eastern Zimbabwe, one of the worst affected areas.",Chimanimani Eastern Zimbabwe Mozambique
ID_1109813322977894400,"#CycloneIdai has devastated families in Malawi, Mozambique and Zimbabwe. More than 1.6m people are in urgent need of aid. We’re on the ground providing life-saving support to families and children affected. Support our work:",Malawi Mozambique Zimbabwe
ID_1109816644140978176,RT @HeraldZimbabwe: A consignment arrived today from the UAE with goods to assist victims of #CycloneIdai,
ID_1109818182259204096,"#UPDATE The powerful CAT4 #CycloneTrevor is now gone leaving massive damage, but no reported injuries & deaths - thanks to the timely #evacuations. Below, evacuees are at the Royal Australian Air Force #RAAF military air base & being assisted to travel back home. #CycloneIdai",Royal Australian
ID_1109820492612026368,@progresstambud1 @daddyhope @PaulKagame @edmnangagwa Money donated for victims of #CycloneIdai some start to give themselves allowances to go assess situation are these sanctions or corruption,
ID_1109833139210334208,The ministry has confused operatives. Tweeting about evacuation(rural folk will not see) instead of deploying soldiers to lead the process of informing residents of the seriousness of the warning. Acting like they gave free gadgets & data during the campaign in place of regalia,
ID_1109857031652065280,"Overnight, Mozambique’s second-largest city disappeared. All the lights in Beira went off. Its buildings vanished under six metres of water. Its roads were washed away, its bridges were torn from their foundations, andwell, still no one knows how many of its people survived.",Mozambique
ID_1109884434591989760,"Officials fear that disease could exacerbate already devastating conditions in Malawi, Mozambique and Zimbabwe, where #CycloneIdai has killed more than 750 people.",Malawi Mozambique Zimbabwe
ID_1109886223265349632,"Good news. Gorongosa park officials spotted elephant herds on higher ground, as the wild dog pack reintroduced last year on the airstrip. Learn how you can help our #CycloneIdai recovery efforts at #Idai #Africa #Gorongosa #GorongosaReliefFund",Africa Gorongosa Gorongosa park
ID_1109892501102608384,Coming to you live from Chimoio in central #Mozambique where #SavetheChildren is loading emergency supplies on to a helicopter. We’re delivering essentials items such as tents and family kits to #children & adults impacted by #CycloneIdai,Chimoio Mozambique
ID_1109893186485477376,Major flooding and deaths in Mozambique and Malawi following cyclone,Malawi Mozambique
ID_1109898659401994240,Life is not fair (The old granny who walked a long distance to donate) (Taxpayers who donated 50 million + food tax + rent tax etc) but lets unite and donate to #CycloneIdai victims ὢ2 Disasters do not choose. @ZiFMStereo @ZBCNewsonline @HeraldZimbabwe,
ID_1109902778762174464,"BBC reports that the death toll from Cyclone Idai, which tore through Mozambique about a week ago has risen to 700. But how is AU and African countries responding to this? #NTVFourthEstate",AU Mozambique
ID_1109918895459258368,Did anyone thought of donating underwears to the victims of #CycloneIdai a Pad need a underwear to work .@ruewamak @iMisred @advocatemahere @healthtimeszim @MagariraBelinda @ShamwariyeMwana,
ID_1109923375110078464,"#Mozambique, #Malawi and #Zimbabwe, which have been hosting and protecting thousands of refugees for decades, have been hit by #IdaiCyclone. UNHCR is joining others to bring assistance and relief to all those affected.",Malawi Mozambique Zimbabwe
ID_1109946702956580864,This is the real deal seeing #UKAid shelter kits loading onto planes is one thing but seeing them reach remote communities is another thank you @IOM_Mozambique @savechildrenMoz @CARE @wfp_mozambique and INGC. @DFID_UK @UKinMozambique #CycloneIdai,
ID_1109964666430738432,"As Cyclone Idais death toll rises to 446 from 417 in Mozambique, thousands of families swept apart by the storm are struggling to reunite",Mozambique
ID_1110053910113386496,Aerial footage shows scale of deadly devastation caused by cyclone Idai in #Mozambique #CycloneIdai Video courtesy: Red Cross and Red Crescent Societies,Mozambique
ID_1110063502922862592,"THANK YOU Zimbabwe , almost 2 Tonnes of donations transported today from @CityofBulawayo & @realVicfalls for collection Robert Mugabe international airport, Welldone and keep it coming. #cycloneidai #togetherasone #wearezimbabwe @econetzimbabwe",Zimbabwe
ID_1110066237692878848,@PacheduZW @edmnangagwa @InfoMinZW The ZNA was deployed and its doing everything in its capacity to assist victims of #CycloneIdai,
ID_1110075207358787584,@Nyaradzo_Group CEO Philip Mataranyika on site at the Relief Camp setup for the victims of #CycloneIdai. There has been an overwhelming response by corporates and donations and aid are still pouring in. @OldMutualZW @CimasMedical @StarfmZimbabwe @SirNige @EdmundKudzayi @zenzele,
ID_1110076971860533248,"More than 1000 people died already, please dont just pray for them, the survivors who are between life and death need our support. Kindly find appropriate channels to contribute and help Mozambique and Malawi.@ShehuSani @MBuhari @ProfOsinbajo @K_womeninscotUK @movement_africa",Mozambique
ID_1110078086886895616,Death toll from Cyclone Idai rises as UK flies 20 tonnes of aid to 1.8 million people Authorities in Mozambique say 446 people have died after Cyclone Idai hit southern Africa more than a,Africa Mozambique UK
ID_1110083885696774144,"@WaterGen_Inc, really amazed by your humatarian technology advance. Kindly requesting your programme to be extended to our southern part of Africa where a devastating @CycloneIdai has hammered. Please assist with clean water as disease outbreak may harm @ZimbabweMozambiqueMalawi",Africa
ID_1110090769099116544,RT @ReutersAfrica: Mozambique says death toll rises to 446 after cyclone,Mozambique
ID_1110091552037265408,RT @D_Raval: DEC Appeal for #CycloneIdai Donate at:,
ID_1110091960952545280,Volunteer teams of counsellors and psychologists are in the whole of #Chimanimani and #Chipinge for #Mental health counselling to survivors of #CycloneIdai. I have started mobilising for donations towards their upkeep. Already receiving even from UK based individual. Thank 2 all,Chimanimani Chipinge UK
ID_1110095851483873280,"We’re distributing blankets, dignity kits, mosquito nets and water purification tablets to families affected by #CycloneIdai. These can mean the difference between life and death for many people.",
ID_1110107548261253120,On March 12 @NASA reported online that Tropical #CycloneIdai is poised to move inland over East African countries that were already soaked by flooding rain from the same storm system earlier this month. The storm system dropped heavy rain on #Malawi,Malawi
ID_1110109117069381632,#China dispatches foreign aid team to disaster-stricken #Mozambique #Idai #CycloneIdai #CicloneIdai,China Mozambique
ID_1110112005770350592,The response to #CycloneIdai continues through difficult terrain. We and our partners inc @WFP and @IFRC are on the ground providing life-saving assistance to the hundreds of thousands affected. See how you can help us get to those who need us most ➡️,
ID_1110118036755922944,"#CycloneIdai has affected large parts of #Malawi & #SouthernAfrica causing devastating destruction. 1000’s are affected, losing their homes & loved ones. @BritishRedCross are among those providing aid & search & rescue support. Please donate if you can",Malawi SouthernAfrica
ID_1110119567878225920,@StarfmZimbabwe Hi guys are you still receiving items for #cycloneIdai victims? Looking for a place to drop some items,
ID_1110136292434735104,"This is putting ur expertise to good use @PacheduZW. In times like this, it serves no purpose to be ranting n raving at this person or that bt we must all put our skills together to help in finding our missing relatives and friends",
ID_1110140653143511040,An estimated 7000 deliveries are expected – in the next three months- among women & girls displaced with #floods #Malawi @cycloneIdai. UNFPA has quickly brought in country reproductive health kits that will ensure clean delivery to prevent maternal and neonatal deaths,Malawi
ID_1110153198751354880,"#CycloneIdai In #Chimanimani, more than 20 buildings are missing [red squares], while more than 150 were damaged [orange squares]. This was largely due to the combination of the powerful & catastrophic mudslides & floods as shown in the damage mapping satellite image below. ὢA",Chimanimani
ID_1110157775739465728,"In this very difficult situation this is a positive story of UK ἞C἞7 support to #CycloneIdai: The RAF is sending a plane to Mozambique with 20 tonnes of vital #UKaid supplies (including solar lanterns, water purifiers) for survivors @PennyMordaunt @foreignoffice @RoyalAirForce",Mozambique UK
ID_1110162887543267328,"According to one organiser, he was calling everyone to donate to #CycloneIdai , whether rich or poor everyone had to donate SOMETHING. However, that something means different things to different people. @NtokozoLinda @matebesi_t @arnold_9347 @WinnetRumbidzai",
ID_1110172069151588352,"Urgent appeal for relief and donations for people affected by Cyclone Idai in #Malawi, #Mozambique and #Zimbabwe. @FDC_Moz @NMCF_SA Read Statement here",Malawi Mozambique Zimbabwe
ID_1110173485484175360,Rescue workers continue searching for Mozambique cyclone survivors as they reach an isolated village near the Buzi river. Read more on Cyclone Idai here:,Mozambique
ID_1110177896793079808,"RT @AP_Africa: Aid increases to thousands homeless from Mozambique cyclone, US military to help",Mozambique
ID_1110182842057846784,"More rescue workers have been deployed to #Beira as the death toll from #CycloneIdai continues to rise. According to @sadc_gmi, however, devastating effects of natural disasters like this can be mitigated by effective groundwater management in the region.",Beira
ID_1110188651139555328,Our #drones used to aid emergency efforts in #Mozambique during the aftermath of Cyclone #Idai Read more: @HiViewNL @NLinMozambique,Mozambique
ID_1110193628658454528,Admission in kind- all proceeds to aid the #CycloneIdai Relief effort #SunguraAerobics @FitZimbo @PachikoroZW @IssuesPaneNyaya @MM_Trust_Zim,
ID_1110198623973847040,Cyclone Idai recently caused one of the worst disasters in Southern Africa therefore I found it befitting to donate 200 blankets and over 50 tents to those affected in Mozambique and Zimbabwe. Let’s all give,Mozambique Southern Africa Zimbabwe
ID_1110210162223169536,"#UNICEF warehouse also suffered major damage during #cycloneIdai in Beira. But this wont stop ὊAour humanitarian assistance to bring urgent life-saving support to the affected population, including clean water & medical care.",Beira
ID_1110217449734111232,The Commander-in-Chief of the South African National Defence Force President @CyrilRamaphosa has deployed our national defence force to conduct a search and rescue operation in Mozambique and Malawi following #CycloneIdai - we salute them for their efforts ✊ἿF❤️἟F἞6,Malawi Mozambique South African
ID_1110219030256930816,I fear that the emergency situation caused by #cycloneidai is distracting us from the escalating insurgency in Cabo Delgado #Mozambique.,Cabo Delgado Mozambique
ID_1110225487207366656,"Just over a week ago, catastrophic Cyclone Idai swept through Mozambique, Malawi and Zimbabwe. This week, flooding remains severe but rescue operations are continuing and aid is getting through. People need help now:",Malawi Mozambique Zimbabwe
ID_1110225650781167616,"#CycloneIdai swept through Mozambique, Malawi and Zimbabwe more than a week ago, leaving behind a trail of destruction. This week the urgency remains, with widespread flooding and a high risk of diseases like cholera. Please donate now:",Malawi Mozambique Zimbabwe
ID_1110225747216687104,Those affected by #CycloneIdai are in dire need of basic relief supplies: food ἵAhealth services Ἶ5 and shelter Ἶ0 @Refugees emergency response teams are in #Beira ἟2἟Fto support and protect people badly affected by this disaster @UNHCRROSA,Beira
ID_1110225964653600768,"As much as 90% of #Beira, the fourth largest city in #Mozambique was destroyed by #CycloneIdai. The president of Mozambique has called this a real humanitarian disaster of large proportions. People need help now, please donate at .",Mozambique
ID_1110231109395251200,"As the official death toll from Cyclone Idai rises sharply, the BBCs @Pumza_Fihlani witnesses the trail of destruction that has left thousands in Mozambique stranded and homeless [tap to expand]",Mozambique
ID_1110235833456607232,"UPDATE: #CycloneIdai 24.03.2019 Due to the damaged Umvumvumvu Bridge, communications were made with Biriri High School representatives for an alternative to deliver the goods at Nyanyadzi High School. Thank You So Much to EVERYONE who contributed to the cause #MUFC #WeAreUnited",Biriri High School Nyanyadzi High School Umvumvumvu Bridge
ID_1110238451616661504,NDCS is #NebraskaStrong. Our NDCS teammates are helping flood victims across Nebraska and Iowa. These photos capture our assistant warden at the Nebraska Correctional Youth Institute sandbagging and helping others get to a safer place out of the flooding. #NebraskaFlood2019,Iowa Nebraska
ID_1110239617838731264,Please see updates on our response to #CycloneIdai in #Zimbabwe Please consider donating any amount to support our efforts: or @JoanPalchase @justinnbaker @RejoiceNhara @263Chat @BTonhodzayi @APCAssociation @mohcczimbabwe,Zimbabwe
ID_1110239721752576000,The devastation left behind by the recent #flooding in #Nebraska is almost unimaginable. Now that the waters are receding many families are just now seeing whats left behind. OB is helping these disaster victims in their time of need. Send help at:,Nebraska
ID_1110240234967584768,"We want to provide a hot meal to those affected by the historic flooding and volunteers helping in the recovery. Join Nebraska Farm Bureau, @FBFS, @NEporkproducers and @NeCattlemen in Columbus tomorrow for a burger and pork feed. Everyone is welcome! #nebraskastrong",Columbus
ID_1110240508570263552,RT @LnacreBeth: Lots of ways to donate. #NebraskaStrong #NebraskaFlood2019 Aid: Huge Ag Relief Effort Takes Shape – DTN – AgFax /,
ID_1110241439596904448,The Nebraska flooding has caused a reported $1 billion in damage to the states agricultural economy,Nebraska
ID_1110242671635910656,"As Nebraskans begin returning to their homes in the aftermath of widespread historic flooding, Nebraska Extension has mobilized a number of resources to aid in the road to recovery. ›› #NebraskaStrong",Nebraska
ID_1110245403042160640,"In Malawi ἟2἟C #CycloneIdai affected more than 865,000 people. See how were supporting early recovery funding & response w/ our partners:",Malawi
ID_1110246236605632512,As I was reading about the recent #CycloneIdai I saw that the #EU has committed almost 2.5M Euros to support those affected. Am waiting to read if the #AU has committed 5M $. Where are the African solutions to African problems? We better think twice when criticizing the #West!,EU
ID_1110247862603010048,#bulawayo #Gospel #musicians are coming together to help #CycloneIdai victims. Saturday 30. 2pm. HarvestHouse 6th ave/Fife st Tell everybody. to enter : DONATE MONEY or NON PERISHABLE food stuffs. @Lorraine_Stot @JosephMadziyire @thevocalex @MokoenaBlessing #Bulawayounited,bulawayo
ID_1110249335697145856,Thank you so much for the massive response to the #CycloneIDAI relief fund which is being run by Freeman Chari and the team. By 2000hrs last night it had hit 78K. I believe 100K is possible. Let’s do it. Please Spread the word:,
ID_1110251453900357632,Call to action: @komonews sister stations in Nebraska and Iowa partnering with @SalvationArmyUS to help with devastating floods in the Midwest ⬇️,Midwest Nebraska
ID_1110252026875822080,"Last night in Omaha, Justin Timberlake donated a portion of his concert for Nebraska food relief. And in Lincoln, Michael Bublé said Suck it, Iowa!!!” It was a good night to be a Nebraskan.",Iowa Lincoln Nebraska Nebraskan Omaha
ID_1110252799596457984,".@MissUSA Sarah Rose Summers who is from Nebraska shares her reaction to the widespread flooding and asks for you to call 1-844-278-8555 to donate to the #NebraskaStrong Drive for Flood Relief. Weve raised $231,875 today!",Nebraska
ID_1110253638205796352,"A roundtable on #Nebraska flood relief efforts is underway at ⁦@NeCattlemen⁩ headquarters in Lincoln. ⁦@GovRicketts⁩, ⁦@USDA⁩ Undersecretary Greg Ibach and ⁦@NeDeptAg⁩ dir Steve Wellman leading the discussion w/ ag leaders & others #ontheground @Brownfield",Lincoln Nebraska
ID_1110254833158815744,Justin Timberlake donates portion of proceeds from his Omaha concert to Nebraska flood relief,Nebraska Omaha
ID_1110255173660786688,"Lots of Nebraska #roads, #bridges, #highways, and other #infrastructure experienced severe damage due to the record #flooding over the last 2 weeks. Photos by Capt. Ryan Hignight, @USACEHQ Omaha District. @aashtospeaks @NebraskaDOT @GovRicketts",Nebraska Omaha
ID_1110255326274748416,"Although Sargent water is receding, the city administrator says damage is being revealed everyday, and 90 percent of the homes are experiencing flooded basements.",
ID_1110255330984935424,There to help: @UNLExtension and @NU_PPC are assisting in the coordination of flood cleanup and recovery in Nebraska. #Nebraska #UNL #NUforNE #NebraskaStrong,Nebraska
